job_id,timestamp,register,num_bits,total_shots,unique_states,coherence,entanglement,interference,bit_balances,entropy,timestamp_dt,time_minutes,job_id_clean,phase
job-d30bf42iggks73ctpc80,20250909_232608,c_middle,5,8192,32,0.0406494140625,0.9977937512906626,0.9827880859375,"[0.9404296875, 0.924072265625, 0.98779296875, 0.974853515625, 0.968505859375]",4.988968756453313,2025-09-09 23:26:08,36.016666666666666,d30bf42iggks73ctpc80,Control
job-d30bf42iggks73ctpc80,20250909_232608,c_inner,5,8192,32,0.039306640625,0.9970646706751656,0.9840087890625,"[0.8828125, 0.96923828125, 0.974853515625, 0.962158203125, 0.972412109375]",4.985323353375827,2025-09-09 23:26:08,36.016666666666666,d30bf42iggks73ctpc80,Control
job-d30bf42iggks73ctpc80,20250909_232608,c_central,1,8192,2,0.510498046875,0.999681980710428,0.97900390625,[0.97900390625],0.999681980710428,2025-09-09 23:26:08,36.016666666666666,d30bf42iggks73ctpc80,Control
job-d30bf42iggks73ctpc80,20250909_232608,c_outer,5,8192,32,0.0562744140625,0.9855853297339447,0.9615478515625,"[0.94873046875, 0.958251953125, 0.75390625, 0.859619140625, 0.894775390625]",4.927926648669724,2025-09-09 23:26:08,36.016666666666666,d30bf42iggks73ctpc80,Control
job-d30bggtotchc73ba8iog,20250909_232907,c_central,1,8192,2,0.5084228515625,0.9997952879670506,0.983154296875,[0.983154296875],0.9997952879670506,2025-09-09 23:29:07,39.0,d30bggtotchc73ba8iog,Control
job-d30bggtotchc73ba8iog,20250909_232907,c_inner,5,8192,32,0.0399169921875,0.9973784369359412,0.98095703125,"[0.92529296875, 0.9306640625, 0.977294921875, 0.96484375, 0.945556640625]",4.986892184679706,2025-09-09 23:29:07,39.0,d30bggtotchc73ba8iog,Control
job-d30bggtotchc73ba8iog,20250909_232907,c_middle,5,8192,32,0.040283203125,0.9974672538635456,0.984130859375,"[0.901611328125, 0.93603515625, 0.998046875, 0.984375, 0.97021484375]",4.987336269317728,2025-09-09 23:29:07,39.0,d30bggtotchc73ba8iog,Control
job-d30bggtotchc73ba8iog,20250909_232907,c_outer,5,8192,32,0.050048828125,0.9885958683843142,0.9671630859375,"[0.9775390625, 0.98779296875, 0.78857421875, 0.867431640625, 0.8828125]",4.942979341921571,2025-09-09 23:29:07,39.0,d30bggtotchc73ba8iog,Control
job-d30bhto5l4ds73f0gg1g,20250909_233207,c_central,1,8192,2,0.5128173828125,0.9995259208877754,0.974365234375,[0.974365234375],0.9995259208877754,2025-09-09 23:32:07,42.0,d30bhto5l4ds73f0gg1g,Control
job-d30bhto5l4ds73f0gg1g,20250909_233207,c_outer,5,8192,32,0.0560302734375,0.98223123112957,0.9591064453125,"[0.955810546875, 0.992919921875, 0.712890625, 0.859130859375, 0.879150390625]",4.91115615564785,2025-09-09 23:32:07,42.0,d30bhto5l4ds73f0gg1g,Control
